Title,Jurisdictions,Document type,Document file
City of Bradford Metropolitan Council v. Woodhead and Sons Ltd.,United Kingdom>Planning Inspectorate,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/1994/19941206_1995-10-P.A.D.-243_decision.pdf
Deutsche Bank AG v. Total Global Steel Ltd.,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20121105_2012-EWHC-1201_judgment-1.pdf
E.ON UK Development Ltd. v. King's Lynn and West Norfolk Council,United Kingdom>Planning Inspectorate,nan,nan
Goldfinch (Projects) Limited v. National Assembly for Wales,United Kingdom>England and Wales>High Court of Justice,nan,nan
Grainger Plc and Others v. Nicholson,United Kingdom>England and Wales>Employment Appeal Tribunal,nan,nan
Greenpeace v. Secretary of State for Trade and Industry,United Kingdom>England and Wales>High Court of Justice,judgment,nan
Heathrow Airport Ltd. and Another v. Garman and Others,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070806_2007-EWHC-1957_judgment.pdf
Hertfordshire County Council v. Secretary of State for Communities and Local Government,United Kingdom>England and Wales>High Court of Justice,nan,nan
In the Matter of An Application by Brian Quinn and Michael Quinn,United Kingdom>Northern Ireland>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130222_2013-NIQB-24_judgment.pdf
Jarrett v. Secretary of State for Communities and Local Government,United Kingdom>England and Wales>High Court of Justice,nan,nan
KS SPV35 Ltd. v. Monmouthshire County Council,United Kingdom>Planning Inspectorate,nan,nan
Lark Energy Ltd. v. Secretary for State for Communities,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2014/20140620_2014-EWHC-200_judgment.pdf
Laughton Wind Farm Ltd. v. West Lindsey DC,United Kingdom>Planning Inspectorate,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2006/20060111_2006-P.A.D.-37_judgment-1.pdf
Macarthur v. Secretary of State for Communities and Local Government,United Kingdom>England and Wales>High Court of Justice,nan,nan
North Cote Farms Ltd. v. Secretary of State for Communities and Local Government,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150220_2015-EWHC-292_judgment.pdf
Pugh v. Secretary of State for Communities and Local Government,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150105_2015-EWHC-3_judgment-1.pdf
R. (on the application of Swiss International Airlines AG) v. Secretary of State for Climate Change and Energy,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150401_2015-EWCA-Civ-331_judgment-1.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161025_No.-A-29922017_petition-2.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161025_No.-A-29922017_petition.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170426_No.-A-29922017_order-1.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170526_No.-A-29922017_appeal-1.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181127_No.-A-29922017_decision-1.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181207_No.-A-29922017_press-release-1.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181127_No.-A-29922017_decision.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190121_No.-A-29922017_appeal.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190121_No.-A-29922017_appeal-1.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200520_No.-A-29922017_judgment.pdf
"Association of Swiss Senior Women for Climate Protection v. Federal Department of the Environment Transport, Energy and Communications (DETEC) and Others",Switzerland>Swiss Supreme Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200505_No.-A-29922017_judgment.pdf
"Decision C-035/16 of February 8, 2016",Colombia>Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160208_3588_decision-2.pdf
The Kingsnorth Six Trial,United Kingdom>England and Wales>Crown Courts>Maidstone Crown Court,nan,nan
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161018_HR-2020-846-J_petition.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180104_HR-2020-846-J_judgment.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180104_HR-2020-846-J_judgment-2.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180205_HR-2020-846-J_appeal.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180309_HR-2020-846-J_reply.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200122_HR-2020-846-J_judgment.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200123_HR-2020-846-J_judgment.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200224_HR-2020-846-J_appeal.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200420_HR-2020-846-J_order.pdf
Greenpeace Nordic Ass’n v. Ministry of Petroleum and Energy (People v Arctic Oil),Norway>Norwegian Supreme Court|Norway>Borgarting Court of Appeal|Norway>Oslo District Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201222_HR-2020-846-J_judgment.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20151123_Case-No.-2-O-28515-Essen-Regional-Court_complaint-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160428_Case-No.-2-O-28515-Essen-Regional-Court_reply-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160711_Case-No.-2-O-28515-Essen-Regional-Court_na-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161115_Case-No.-2-O-28515-Essen-Regional-Court_na-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161128_Case-No.-2-O-28515-Essen-Regional-Court_na-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161215_Case-No.-2-O-28515-Essen-Regional-Court_decision.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170223_Case-No.-2-O-28515-Essen-Regional-Court_appeal-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170710_Case-No.-2-O-28515-Essen-Regional-Court_reply-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170905_Case-No.-2-O-28515-Essen-Regional-Court_na-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171030_Case-No.-2-O-28515-Essen-Regional-Court_na-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171130_Case-No.-2-O-28515-Essen-Regional-Court_press-release.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171127_Case-No.-2-O-28515-Essen-Regional-Court_na-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171130_Case-No.-2-O-28515-Essen-Regional-Court_order.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171211_Case-No.-2-O-28515-Essen-Regional-Court_order.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171211_Case-No.-2-O-28515-Essen-Regional-Court_order-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180207_Case-No.-2-O-28515-Essen-Regional-Court_order-1.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210701_Case-No.-2-O-28515-Essen-Regional-Court_order.pdf
Luciano Lliuya v. RWE AG,Germany>Essen>Higher Regional Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210927_Case-No.-2-O-28515-Essen-Regional-Court_order.pdf
"PUSH Sweden, Nature and Youth Sweden and Others v. Government of Sweden",Sweden>Stockholm District Court,summons,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160915_3649_summons.pdf
Ralph Lauren 57 v. Byron Shire Council,"Australia>New South Wales>Supreme Court of New South Wales, Common Law Division",decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160303_2016-NSWSC-169_decision-1.pdf
In re Vienna-Schwechat Airport Expansion,Austria>Federal Administrative Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170202_W109-2000179-1291E_decision-1.pdf
In re Vienna-Schwechat Airport Expansion,Austria>Federal Administrative Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170202_W109-2000179-1291E_decision-2.pdf
In re Vienna-Schwechat Airport Expansion,Austria>Federal Administrative Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170629_W109-2000179-1291E_decision.pdf
In re Vienna-Schwechat Airport Expansion,Austria>Federal Administrative Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170601_W109-2000179-1291E_decision.pdf
Turp v. Minister of Justice and Attorney General of Canada,Canada>Federal Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120717_2012-FC-893_decision.pdf
EarthLife Africa Johannesburg v. Minister of Environmental Affairs and Others,South Africa>High Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170306_Case-no.-6566216_judgment-1.pdf
EarthLife Africa Johannesburg v. Minister of Environmental Affairs and Others,South Africa>High Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180130_Case-no.-6566216_na.pdf
EarthLife Africa Johannesburg v. Minister of Environmental Affairs and Others,South Africa>High Court,application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180326_Case-no.-6566216_application.pdf
EarthLife Africa Johannesburg v. Minister of Environmental Affairs and Others,South Africa>High Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201119_Case-no.-6566216_order.pdf
Burgess v. Ontario Minister of Natural Resources and Forestry,Canada>Ontario>Superior Court of Justice,points of claim,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160914_Court-File-No.-16-1325-CP_points-of-claim-1.pdf
Yelland Wind Farm Ltd. v. West Devon BC,United Kingdom>Planning Inspectorate,nan,nan
Wigan Metropolitan Borough Council v. Secretary of State for the Environment Transport and Regions,United Kingdom>England and Wales>High Court of Justice,nan,nan
Bradford v. West Devon Borough Council,United Kingdom>Planning Inspectorate,nan,nan
Newark &amp; Sherwood District Council v. The Secretary of State for Communities and Local Government,United Kingdom>England and Wales>High Court of Justice,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130719_2013-EWHC-2162_decision.pdf
R (on the application of People &amp; Planet) v. HM Treasury,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091020_2009-EWHC-3020_judgment-1.pdf
R. (on application of Corbett) v. Cornwall Council,United Kingdom>England and Wales>High Court of Justice,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20131212_2013-EWCA-3958_decision-1.pdf
R. (on the application of Griffin) v. Newham London Borough Council,United Kingdom>England and Wales>High Court of Justice,nan,nan
R. (on the application of Tate &amp; Lyle Industries Ltd.) v. Secretary of State for Energy and Climate Change,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division),nan,nan
Keiller v. Information Commissioner,United Kingdom>General Regulatory Chamber on Information Rights,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120118_EA20110152-First-Tier-Tribunal_decision-1.pdf
R. (on the application of the London Borough of Hillingdon and others) v. Secretary of State for Transport,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100326_2010-EWHC-626_judgment.pdf
R. (on the application of Littlewood) v. Bassetlaw DC,United Kingdom>England and Wales>High Court of Justice,nan,nan
R. v. Dosanjh,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division),nan,nan
R. (on application of Rockware Glass Ltd.) v. Chester City Council,United Kingdom>England and Wales>High Court of Justice,nan,nan
Essent Belgium NV v. [Flemish region of] Vlaams Gewest,European Union>European Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160926_Case-C-49214_judgment.pdf
Printz Pty. Ltd. v. Glenelg Shire Council,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20101210_2010-VCAT-1975_decision.pdf
Ridhima Pandey v. Union of India,India>National Green Tribunal,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170325_Original-Application-No.-187-of-2017_petition.pdf
Ridhima Pandey v. Union of India,India>National Green Tribunal,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190115_Original-Application-No.-187-of-2017_order.pdf
Secretary of State for Energy and Climate Change v. Friends of the Earth,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120125_2012-EWCA-Civ-28_decision-1.pdf
Advisory Opinion No. 016-13-DTI-CC,Ecuador>Constitutional Court,opinion,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130603_5041_opinion.pdf
Société Arcelor Atlantique et Lorraine v. [EU] Parliament and Council (environment and consumers),European Union>European Court of Justice,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100302_Case-T-1604_decision.pdf
Coast and Country Association of Queensland Inc. v. Smith,Australia>Queensland>Queensland Supreme Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160927_2016-QCA-242_decision.pdf
Petition to the Inter-American Commission on Human Rights Seeking Relief from Violations of the Rights of Arctic Athabaskan Peoples Resulting from Rapid Arctic Warming and Melting Caused by Emissions of Black Carbon by Canada,Inter-American System of Human Rights>Inter-American Commission on Human Rights,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130423_5082_petition.pdf
Marangopoulos Foundation for Human Rights (MFHR) v. Greece,European Committee on Social Rights,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070607_Complaint-No.-302005_decision-1.pdf
Gray v. Minister for Planning and Ors,Australia>New South Wales>Land and Environment Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2006/20061127_2006-NSWLEC-720-152-LGERA-258-2007-ALMD-5959-Land-and-Environment-Court-of-NSW-27112006-40870-of-2006_decision.pdf
Cadzow Enterprises Pty Ltd v Port Phillip County Council,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100412_VCAT-634_decision.pdf
D'Abate v East Gippsland Shire Council &amp; Ors,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100806_VCAT-1320_decision.pdf
Fetherston v. Wollongong City Council,Australia>New South Wales>Land and Environment Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161109_NSWLEC-1527_decision-1.pdf
Fetterplace v. Mornington Peninsula Shire Council,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100914_VCAT-1549_decision.pdf
Millar v. Department of Premier and Cabinet (General),Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2011/20110630_VCAT-1230_decision.pdf
Owen v. Casey City Council,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090925_VCAT-1946-VCAT-522_decision-1.pdf
Owen v. Casey City Council,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100323_VCAT-1946-VCAT-522_decision-1.pdf
Pridel Investments Pty. Ltd. v. Coffs Harbour City Council,Australia>New South Wales>Land and Environment Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170207_NSWLEC-1042_decision-1.pdf
Re Xstrata Coal Queensland Pty. Ltd. &amp; Others,Australia>Queensland>Land Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070215_QLRT-33_decision.pdf
Restall &amp; Ors v. Hobsons Bay City Council,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100810_VCAT-1348_decision.pdf
Russell and Ors v. Surf Coast Shire Council and Anor,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090713_2009-VCAT-1324_decision.pdf
Stewart &amp; Honan v. Moyne Shire Council,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2014/20140331_2014-VCAT-360_decision.pdf
Synergy Wind Pty Ltd v. Wellington Shire Council,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20071221_VCAT-2454_decision.pdf
Thackeray v. Shire of South Gippsland,Australia>Victoria>Civil and Administrative Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2001/20010531_VCAT-922_decision-1.pdf
Mataatua District Maori Council v. New Zealand,New Zealand>Waitangi Tribunal,application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170704_WAI-2607_application-1.pdf
Mataatua District Maori Council v. New Zealand,New Zealand>Waitangi Tribunal,na,
Public Prosecutor's Office v. Oliveira &amp; Others,Brazil>Superior Court of Justice,ruling,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090817_20080215494-3_ruling.pdf
Public Prosecutor's Office v. Oliveira &amp; Others,Brazil>Superior Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090817_20080215494-3_na.pdf
Public Prosecutor's Office v. Oliveira &amp; Others,Brazil>Superior Court of Justice,ruling,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091119_20080215494-3_ruling.pdf
Public Prosecutor's Office v. Oliveira &amp; Others,Brazil>Superior Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091119_20080215494-3_na.pdf
Public Prosecutor's Office v. H Carlos Schneider S/A Comércio e Indústria &amp; Others,Brazil>Superior Court of Justice,ruling,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091202_Special-Appeal-No.-650.728-SC_ruling-1.pdf
Public Prosecutor's Office v. H Carlos Schneider S/A Comércio e Indústria &amp; Others,Brazil>Superior Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091202_Special-Appeal-No.-650.728-SC_na-1.pdf
Maia Filho v. Federal Environmental Agency (IBAMA),Brazil>Superior Court of Justice,ruling,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090825_Special-Appeal-1000.731-RO_ruling.pdf
Maia Filho v. Federal Environmental Agency (IBAMA),Brazil>Superior Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090825_Special-Appeal-1000.731-RO_na.pdf
Abrahams v. Commonwealth Bank of Australia (2017),Australia>Federal Court of Australia,nan,nan
"Trustees for the Time Being of GroundWork v. Minister of Environmental Affairs, ACWA Power Khanyisa Thermal Power Station RF (Pty) Ltd, and Others",South Africa>High Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170905_Case-no.-6156117_petition.pdf
"Trustees for the Time Being of GroundWork v. Minister of Environmental Affairs, ACWA Power Khanyisa Thermal Power Station RF (Pty) Ltd, and Others",South Africa>High Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210527_Case-no.-6156117_order-1.pdf
"Trustees for the Time Being of the GroundWork Trust v. Minister of Environmental Affairs, KiPower (Pty) Ltd, and Others",South Africa>High Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170905_Case-no.-5408717_petition-1.pdf
"Trustees for the Time Being of the GroundWork Trust v. Minister of Environmental Affairs, KiPower (Pty) Ltd, and Others",South Africa>High Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220503_Case-no.-5408717_order.pdf
Wildland Ltd. and the Welbeck Estates v. Scottish Ministers,"United Kingdom>Scotland>Outer House, Court of Session",decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170830_2017-CSOH-113_decision-1.pdf
Mbabazi and Others v. The Attorney General and National Environmental Management Authority,Uganda>High Court at Kampala,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120920_Civil-Suit-No.-283-of-2012_complaint.pdf
Mbabazi and Others v. The Attorney General and National Environmental Management Authority,Uganda>High Court at Kampala,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150828_Civil-Suit-No.-283-of-2012_complaint.pdf
Friends of the Irish Environment CLG v. Fingal County Council,Ireland>High Court of Ireland,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171121_2017-No.344-JR_judgment.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,points of claim,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171207_Claim-No.-CO162018_points-of-claim-1.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,points of claim,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171207_Claim-No.-CO162018_points-of-claim-2.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180129_Claim-No.-CO162018_na-1.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180212_Claim-No.-CO162018_reply-1.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180214_Claim-No.-CO162018_order-1.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180222_Claim-No.-CO162018_appeal-1.pdf
